X,Z,Y
-0.7551,0.74796,6.9536
-0.7551,0.76735,6.9818
-0.7551,0.78673,7.0094
-0.7551,0.80612,7.0363
-0.7551,0.82551,7.0625
-0.7551,0.8449,7.0881
-0.7551,0.86429,7.1132
-0.7551,0.88367,7.1377
-0.7551,0.90306,7.1616
-0.7551,0.92245,7.1851
-0.7551,0.94184,7.208
-0.7551,0.96122,7.2305
-0.7551,0.98061,7.2526
-0.7551,1,7.2742
-0.71429,0.05,3.9793
-0.71429,0.069388,4.3399
-0.71429,0.088776,4.6111
-0.71429,0.10816,4.8285
-0.71429,0.12755,5.01
-0.71429,0.14694,5.1658
-0.71429,0.16633,5.3022
-0.71429,0.18571,5.4235
-0.71429,0.2051,5.5328
-0.71429,0.22449,5.6322
-0.71429,0.24388,5.7234
-0.71429,0.26327,5.8076
-0.71429,0.28265,5.8858
-0.71429,0.30204,5.9588
-0.71429,0.32143,6.0273
-0.71429,0.34082,6.0918
-0.71429,0.3602,6.1526
-0.71429,0.37959,6.2103
-0.71429,0.39898,6.2652
-0.71429,0.41837,6.3174
-0.71429,0.43776,6.3673
-0.71429,0.45714,6.415
-0.71429,0.47653,6.4607
-0.71429,0.49592,6.5046
-0.71429,0.51531,6.5468
-0.71429,0.53469,6.5874
-0.71429,0.55408,6.6266
-0.71429,0.57347,6.6645
-0.71429,0.59286,6.7011
-0.71429,0.61224,6.7365
-0.71429,0.63163,6.7708
-0.71429,0.65102,6.8041
-0.71429,0.67041,6.8364
-0.71429,0.6898,6.8678
-0.71429,0.70918,6.8983
-0.71429,0.72857,6.928
-0.71429,0.74796,6.9569
-0.71429,0.76735,6.985
-0.71429,0.78673,7.0125
-0.71429,0.80612,7.0393
-0.71429,0.82551,7.0654
-0.71429,0.8449,7.091
-0.71429,0.86429,7.116
-0.71429,0.88367,7.1404
-0.71429,0.90306,7.1643
-0.71429,0.92245,7.1876
-0.71429,0.94184,7.2105
-0.71429,0.96122,7.233
-0.71429,0.98061,7.2549
-0.71429,1,7.2765
-0.67347,0.05,3.9915
-0.67347,0.069388,4.3511
-0.67347,0.088776,4.6215
-0.67347,0.10816,4.8382
-0.67347,0.12755,5.0191
-0.67347,0.14694,5.1744
-0.67347,0.16633,5.3104
-0.67347,0.18571,5.4314
-0.67347,0.2051,5.5404
-0.67347,0.22449,5.6395
-0.67347,0.24388,5.7304
-0.67347,0.26327,5.8143
-0.67347,0.28265,5.8923
-0.67347,0.30204,5.9651
-0.67347,0.32143,6.0334
-0.67347,0.34082,6.0976
-0.67347,0.3602,6.1583
-0.67347,0.37959,6.2159
-0.67347,0.39898,6.2705
-0.67347,0.41837,6.3226
-0.67347,0.43776,6.3723
-0.67347,0.45714,6.4199
-0.67347,0.47653,6.4654
-0.67347,0.49592,6.5092
-0.67347,0.51531,6.5513
-0.67347,0.53469,6.5918
-0.67347,0.55408,6.6309
-0.67347,0.57347,6.6686
-0.67347,0.59286,6.7051
-0.67347,0.61224,6.7404
-0.67347,0.63163,6.7746
-0.67347,0.65102,6.8078
-0.67347,0.67041,6.84
-0.67347,0.6898,6.8713
-0.67347,0.70918,6.9017
-0.67347,0.72857,6.9313
-0.67347,0.74796,6.9601
-0.67347,0.76735,6.9882
-0.67347,0.78673,7.0156
-0.67347,0.80612,7.0423
-0.67347,0.82551,7.0684
