X,Z,Y
-0.46939,0.27449,5.8928
-0.46939,0.28571,5.9361
-0.46939,0.29694,5.9778
-0.46939,0.30816,6.0179
-0.46939,0.31939,6.0565
-0.46939,0.33061,6.0939
-0.46939,0.34184,6.13
-0.46939,0.35306,6.1649
-0.46939,0.36429,6.1987
-0.46939,0.37551,6.2315
-0.46939,0.38673,6.2633
-0.46939,0.39796,6.2943
-0.46939,0.40918,6.3243
-0.46939,0.42041,6.3536
-0.46939,0.43163,6.3821
-0.46939,0.44286,6.4098
-0.46939,0.45408,6.4369
-0.46939,0.46531,6.4633
-0.46939,0.47653,6.489
-0.46939,0.48776,6.5142
-0.46939,0.49898,6.5388
-0.46939,0.5102,6.5628
-0.46939,0.52143,6.5863
-0.46939,0.53265,6.6094
-0.46939,0.54388,6.6319
-0.46939,0.5551,6.654
-0.46939,0.56633,6.6756
-0.46939,0.57755,6.6968
-0.46939,0.58878,6.7176
-0.46939,0.6,6.7381
-0.42857,0.05,4.0642
-0.42857,0.061224,4.2825
-0.42857,0.072449,4.4639
-0.42857,0.083673,4.6191
-0.42857,0.094898,4.7547
-0.42857,0.10612,4.8752
-0.42857,0.11735,4.9835
-0.42857,0.12857,5.082
-0.42857,0.1398,5.1722
-0.42857,0.15102,5.2554
-0.42857,0.16224,5.3327
-0.42857,0.17347,5.4047
-0.42857,0.18469,5.4723
-0.42857,0.19592,5.5359
-0.42857,0.20714,5.5959
-0.42857,0.21837,5.6528
-0.42857,0.22959,5.7068
-0.42857,0.24082,5.7582
-0.42857,0.25204,5.8073
-0.42857,0.26327,5.8543
-0.42857,0.27449,5.8993
-0.42857,0.28571,5.9425
-0.42857,0.29694,5.984
-0.42857,0.30816,6.024
-0.42857,0.31939,6.0625
-0.42857,0.33061,6.0997
-0.42857,0.34184,6.1357
-0.42857,0.35306,6.1705
-0.42857,0.36429,6.2043
-0.42857,0.37551,6.237
-0.42857,0.38673,6.2687
-0.42857,0.39796,6.2995
-0.42857,0.40918,6.3295
-0.42857,0.42041,6.3587
-0.42857,0.43163,6.3871
-0.42857,0.44286,6.4147
-0.42857,0.45408,6.4417
-0.42857,0.46531,6.468
-0.42857,0.47653,6.4937
-0.42857,0.48776,6.5188
-0.42857,0.49898,6.5433
-0.42857,0.5102,6.5673
-0.42857,0.52143,6.5907
