X,Z,Y
-0.87755,0.76939,55.145
-0.87755,0.77959,55.473
-0.87755,0.7898,55.799
-0.87755,0.8,56.122
-0.83673,0.3,36.095
-0.83673,0.3102,36.642
-0.83673,0.32041,37.18
-0.83673,0.33061,37.708
-0.83673,0.34082,38.228
-0.83673,0.35102,38.738
-0.83673,0.36122,39.241
-0.83673,0.37143,39.736
-0.83673,0.38163,40.224
-0.83673,0.39184,40.704
-0.83673,0.40204,41.178
-0.83673,0.41224,41.645
-0.83673,0.42245,42.106
-0.83673,0.43265,42.56
-0.83673,0.44286,43.009
-0.83673,0.45306,43.452
-0.83673,0.46327,43.89
-0.83673,0.47347,44.322
-0.83673,0.48367,44.75
-0.83673,0.49388,45.172
-0.83673,0.50408,45.59
-0.83673,0.51429,46.003
-0.83673,0.52449,46.411
-0.83673,0.53469,46.815
-0.83673,0.5449,47.215
-0.83673,0.5551,47.611
-0.83673,0.56531,48.003
-0.83673,0.57551,48.391
-0.83673,0.58571,48.775
-0.83673,0.59592,49.156
-0.83673,0.60612,49.533
-0.83673,0.61633,49.906
-0.83673,0.62653,50.277
-0.83673,0.63673,50.643
-0.83673,0.64694,51.007
-0.83673,0.65714,51.368
-0.83673,0.66735,51.725
-0.83673,0.67755,52.079
-0.83673,0.68776,52.431
-0.83673,0.69796,52.78
-0.83673,0.70816,53.125
-0.83673,0.71837,53.468
-0.83673,0.72857,53.809
-0.83673,0.73878,54.147
-0.83673,0.74898,54.482
-0.83673,0.75918,54.815
-0.83673,0.76939,55.145
-0.83673,0.77959,55.473
-0.83673,0.7898,55.799
-0.83673,0.8,56.122
-0.79592,0.3,36.095
-0.79592,0.3102,36.642
-0.79592,0.32041,37.18
-0.79592,0.33061,37.708
-0.79592,0.34082,38.228
-0.79592,0.35102,38.738
-0.79592,0.36122,39.241
-0.79592,0.37143,39.736
-0.79592,0.38163,40.224
-0.79592,0.39184,40.704
-0.79592,0.40204,41.178
-0.79592,0.41224,41.645
-0.79592,0.42245,42.106
-0.79592,0.43265,42.56
-0.79592,0.44286,43.009
-0.79592,0.45306,43.452
-0.79592,0.46327,43.89
-0.79592,0.47347,44.322
-0.79592,0.48367,44.75
-0.79592,0.49388,45.172
-0.79592,0.50408,45.59
-0.79592,0.51429,46.003
-0.79592,0.52449,46.411
-0.79592,0.53469,46.815
-0.79592,0.5449,47.215
-0.79592,0.5551,47.611
-0.79592,0.56531,48.003
-0.79592,0.57551,48.391
-0.79592,0.58571,48.775
-0.79592,0.59592,49.156
-0.79592,0.60612,49.533
-0.79592,0.61633,49.906
-0.79592,0.62653,50.277
-0.79592,0.63673,50.643
-0.79592,0.64694,51.007
-0.79592,0.65714,51.368
-0.79592,0.66735,51.725
-0.79592,0.67755,52.079
-0.79592,0.68776,52.431
-0.79592,0.69796,52.78
-0.79592,0.70816,53.125
-0.79592,0.71837,53.468
-0.79592,0.72857,53.809
-0.79592,0.73878,54.147
-0.79592,0.74898,54.482
-0.79592,0.75918,54.815
-0.79592,0.76939,55.145
-0.79592,0.77959,55.473
-0.79592,0.7898,55.799
-0.79592,0.8,56.122
-0.7551,0.3,36.095
-0.7551,0.3102,36.642
-0.7551,0.32041,37.18
-0.7551,0.33061,37.708
-0.7551,0.34082,38.228
-0.7551,0.35102,38.738
-0.7551,0.36122,39.241
-0.7551,0.37143,39.736
-0.7551,0.38163,40.224
-0.7551,0.39184,40.704
-0.7551,0.40204,41.178
-0.7551,0.41224,41.645
-0.7551,0.42245,42.106
-0.7551,0.43265,42.56
-0.7551,0.44286,43.009
-0.7551,0.45306,43.452
-0.7551,0.46327,43.89
-0.7551,0.47347,44.322
-0.7551,0.48367,44.75
-0.7551,0.49388,45.172
-0.7551,0.50408,45.59
-0.7551,0.51429,46.003
-0.7551,0.52449,46.411
-0.7551,0.53469,46.815
-0.7551,0.5449,47.215
-0.7551,0.5551,47.611
-0.7551,0.56531,48.003
-0.7551,0.57551,48.391
-0.7551,0.58571,48.775
-0.7551,0.59592,49.156
-0.7551,0.60612,49.533
-0.7551,0.61633,49.906
-0.7551,0.62653,50.277
-0.7551,0.63673,50.643
-0.7551,0.64694,51.007
-0.7551,0.65714,51.368
-0.7551,0.66735,51.725
-0.7551,0.67755,52.079
-0.7551,0.68776,52.431
-0.7551,0.69796,52.78
-0.7551,0.70816,53.125
-0.7551,0.71837,53.468
-0.7551,0.72857,53.809
-0.7551,0.73878,54.147
-0.7551,0.74898,54.482
-0.7551,0.75918,54.815
-0.7551,0.76939,55.145
-0.7551,0.77959,55.473
-0.7551,0.7898,55.799
-0.7551,0.8,56.122
-0.71429,0.3,36.095
-0.71429,0.3102,36.642
-0.71429,0.32041,37.18
-0.71429,0.33061,37.708
-0.71429,0.34082,38.228
-0.71429,0.35102,38.738
-0.71429,0.36122,39.241
-0.71429,0.37143,39.736
-0.71429,0.38163,40.224
-0.71429,0.39184,40.704
-0.71429,0.40204,41.178
-0.71429,0.41224,41.645
-0.71429,0.42245,42.106
-0.71429,0.43265,42.56
-0.71429,0.44286,43.009
-0.71429,0.45306,43.452
-0.71429,0.46327,43.89
-0.71429,0.47347,44.322
-0.71429,0.48367,44.75
-0.71429,0.49388,45.172
-0.71429,0.50408,45.59
-0.71429,0.51429,46.003
-0.71429,0.52449,46.411
-0.71429,0.53469,46.815
-0.71429,0.5449,47.215
-0.71429,0.5551,47.611
-0.71429,0.56531,48.003
-0.71429,0.57551,48.391
-0.71429,0.58571,48.775
-0.71429,0.59592,49.156
-0.71429,0.60612,49.533
-0.71429,0.61633,49.906
-0.71429,0.62653,50.277
-0.71429,0.63673,50.643
-0.71429,0.64694,51.007
-0.71429,0.65714,51.368
-0.71429,0.66735,51.725
-0.71429,0.67755,52.079
-0.71429,0.68776,52.431
-0.71429,0.69796,52.78
-0.71429,0.70816,53.125
-0.71429,0.71837,53.468
-0.71429,0.72857,53.809
-0.71429,0.73878,54.147
-0.71429,0.74898,54.482
-0.71429,0.75918,54.815
-0.71429,0.76939,55.145
-0.71429,0.77959,55.473
-0.71429,0.7898,55.799
-0.71429,0.8,56.122
-0.67347,0.3,36.095
-0.67347,0.3102,36.642
-0.67347,0.32041,37.18
-0.67347,0.33061,37.708
-0.67347,0.34082,38.228
-0.67347,0.35102,38.738
-0.67347,0.36122,39.241
-0.67347,0.37143,39.736
-0.67347,0.38163,40.224
-0.67347,0.39184,40.704
-0.67347,0.40204,41.178
-0.67347,0.41224,41.645
-0.67347,0.42245,42.106
-0.67347,0.43265,42.56
-0.67347,0.44286,43.009
-0.67347,0.45306,43.452
-0.67347,0.46327,43.89
-0.67347,0.47347,44.322
-0.67347,0.48367,44.75
-0.67347,0.49388,45.172
-0.67347,0.50408,45.59
-0.67347,0.51429,46.003
-0.67347,0.52449,46.411
-0.67347,0.53469,46.815
-0.67347,0.5449,47.215
-0.67347,0.5551,47.611
-0.67347,0.56531,48.003
-0.67347,0.57551,48.391
-0.67347,0.58571,48.775
-0.67347,0.59592,49.156
-0.67347,0.60612,49.533
-0.67347,0.61633,49.906
-0.67347,0.62653,50.277
-0.67347,0.63673,50.643
-0.67347,0.64694,51.007
-0.67347,0.65714,51.368
-0.67347,0.66735,51.725
-0.67347,0.67755,52.079
-0.67347,0.68776,52.431
-0.67347,0.69796,52.78
-0.67347,0.70816,53.125
-0.67347,0.71837,53.468
-0.67347,0.72857,53.809
-0.67347,0.73878,54.147
-0.67347,0.74898,54.482
-0.67347,0.75918,54.815
-0.67347,0.76939,55.145
-0.67347,0.77959,55.473
-0.67347,0.7898,55.799
-0.67347,0.8,56.122
-0.63265,0.3,36.095
-0.63265,0.3102,36.642
-0.63265,0.32041,37.18
-0.63265,0.33061,37.708
-0.63265,0.34082,38.228
-0.63265,0.35102,38.738
-0.63265,0.36122,39.241
-0.63265,0.37143,39.736
-0.63265,0.38163,40.224
-0.63265,0.39184,40.704
-0.63265,0.40204,41.178
-0.63265,0.41224,41.645
-0.63265,0.42245,42.106
-0.63265,0.43265,42.56
-0.63265,0.44286,43.009
-0.63265,0.45306,43.452
-0.63265,0.46327,43.89
-0.63265,0.47347,44.322
-0.63265,0.48367,44.75
-0.63265,0.49388,45.172
-0.63265,0.50408,45.59
-0.63265,0.51429,46.003
-0.63265,0.52449,46.411
-0.63265,0.53469,46.815
-0.63265,0.5449,47.215
-0.63265,0.5551,47.611
-0.63265,0.56531,48.003
-0.63265,0.57551,48.391
-0.63265,0.58571,48.775
-0.63265,0.59592,49.156
-0.63265,0.60612,49.533
-0.63265,0.61633,49.906
-0.63265,0.62653,50.277
-0.63265,0.63673,50.643
-0.63265,0.64694,51.007
-0.63265,0.65714,51.368
-0.63265,0.66735,51.725
-0.63265,0.67755,52.079
-0.63265,0.68776,52.431
-0.63265,0.69796,52.78
-0.63265,0.70816,53.125
-0.63265,0.71837,53.468
-0.63265,0.72857,53.809
-0.63265,0.73878,54.147
-0.63265,0.74898,54.482
-0.63265,0.75918,54.815
-0.63265,0.76939,55.145
-0.63265,0.77959,55.473
-0.63265,0.7898,55.799
-0.63265,0.8,56.122
-0.59184,0.3,36.095
-0.59184,0.3102,36.642
-0.59184,0.32041,37.18
-0.59184,0.33061,37.708
-0.59184,0.34082,38.228
-0.59184,0.35102,38.738
-0.59184,0.36122,39.241
-0.59184,0.37143,39.736
-0.59184,0.38163,40.224
-0.59184,0.39184,40.704
-0.59184,0.40204,41.178
-0.59184,0.41224,41.645
-0.59184,0.42245,42.106
-0.59184,0.43265,42.56
-0.59184,0.44286,43.009
-0.59184,0.45306,43.452
-0.59184,0.46327,43.89
-0.59184,0.47347,44.322
-0.59184,0.48367,44.75
-0.59184,0.49388,45.172
-0.59184,0.50408,45.59
-0.59184,0.51429,46.003
-0.59184,0.52449,46.411
-0.59184,0.53469,46.815
-0.59184,0.5449,47.215
-0.59184,0.5551,47.611
-0.59184,0.56531,48.003
-0.59184,0.57551,48.391
-0.59184,0.58571,48.775
-0.59184,0.59592,49.156
-0.59184,0.60612,49.533
-0.59184,0.61633,49.906
-0.59184,0.62653,50.277
-0.59184,0.63673,50.643
-0.59184,0.64694,51.007
-0.59184,0.65714,51.368
-0.59184,0.66735,51.725
-0.59184,0.67755,52.079
-0.59184,0.68776,52.431
